title,genre,year
When in Rome,Comedy,2010
Going the Distance,Comedy,2010
Somewhere,Comedy,2010
Secretariat,Biography,2010
Ip Man 2,Action,2010
Death at a Funeral,Comedy,2010
The Spy Next Door,Action,2010
Hereafter,Drama,2010
Repo Men,Action,2010
Vampires Suck,Comedy,2010
I'm Still Here,Comedy,2010
The Whistleblower,Biography,2010
Tamara Drewe,Comedy,2010
Twelve,Action,2010
The Housemaid,Drama,2010
Beginners,Comedy,2010
Legend of the Guardians: the Owls of Ga'Hoole,Animation,2010
Rabbit Hole,Drama,2010
Meek's Cutoff,Adventure,2010
Conviction,Biography,2010
Trust,Crime,2010
My Name Is Khan,Drama,2010
Last Night,Drama,2010
The Company Men,Drama,2010
Cyrus,Comedy,2010
Paranormal Activity 2,Horror,2010
The Killer Inside Me,Crime,2010
The Extra Man,Comedy,2010
Greenberg,Comedy,2010
Stone,Drama,2010
Why Did I Get Married Too?,Comedy,2010
The Last Exorcism,Horror,2010
Dirty Girl,Comedy,2010
London Boulevard,Crime,2010
Fair Game,Biography,2010
The Silence,Crime,2010
The Back-up Plan,Comedy,2010
What If...,Drama,2010
Udaan,Drama,2010
Don't Be Afraid of the Dark,Fantasy,2010
Country Strong,Drama,2010
Little White Lies,Comedy,2010
Charlie St. Cloud,Drama,2010
Snabba Cash,Action,2010
Stake Land,Drama,2010
Vanishing on 7th Street,Horror,2010
Barney's Version,Comedy,2010
You Will Meet a Tall Dark Stranger,Comedy,2010
The Conspirator,Crime,2010
Furry Vengeance,Comedy,2010
The Tempest,Comedy,2010
Henry's Crime,Comedy,2010
Extraordinary Measures,Drama,2010
Yogi Bear,Animation,2010
My Soul to Take,Horror,2010
Elle s'appelait Sarah,Drama,2010
The Warrior's Way,Action,2010
Hatchet II,Action,2010
The Trip,Comedy,2010
Hesher,Drama,2010
For Colored Girls,Drama,2010
The Perfect Host,Comedy,2010
Love Ranch,Biography,2010
Love Crime,Crime,2010
Passion Play,Drama,2010
Kaboom,Comedy,2010
Everything Must Go,Drama,2010
Captain America: the First Avenger,Action,2011
Thor,Action,2011
Harry Potter and the Deathly Hallows: Part 2,Adventure,2011
Take Shelter,Drama,2011
Bridesmaids,Comedy,2011
Fast Five,Action,2011
Midnight in Paris,Comedy,2011
Moneyball,Biography,2011
The Girl with the Dragon Tattoo,Crime,2011
Just Go with It,Comedy,2011
The Intouchables,Biography,2011
Drive,Crime,2011
Green Lantern,Action,2011
The Cabin in the Woods,Horror,2011
The Help,Drama,2011
"Crazy, Stupid, Love.",Comedy,2011
No Strings Attached,Comedy,2011
Pirates of the Caribbean: on Stranger Tides,Action,2011
Sucker Punch,Action,2011
Warrior,Action,2011
Kung Fu Panda 2,Animation,2011
Friends with Benefits,Comedy,2011
Immortals,Action,2011
X-Men: First Class,Action,2011
Contagion,Drama,2011
Bad Teacher,Comedy,2011
In Time,Action,2011
One Day,Drama,2011
Scream 4,Horror,2011
Shame,Drama,2011
Mission: Impossible - Ghost Protocol,Action,2011
Super 8,Mystery,2011
We Need to Talk About Kevin,Drama,2011
Limitless,Sci-Fi,2011
Unknown,Action,2011
Transformers: Dark of the Moon,Action,2011
Cowboys & Aliens,Action,2011
Tinker Tailor Soldier Spy,Drama,2011
The Twilight Saga: Breaking Dawn - Part 1,Adventure,2011
Conan the Barbarian,Action,2011
Cars 2,Animation,2011
Rango,Animation,2011
Melancholia,Drama,2011
Source Code,Action,2011
Real Steel,Action,2011
Horrible Bosses,Comedy,2011
Rio,Animation,2011
The Skin I Live In,Drama,2011
Sherlock Holmes: A Game of Shadows,Action,2011
The Three Musketeers,Action,2011
Sleeping Beauty,Drama,2011
Tower Heist,Action,2011
Paul,Adventure,2011
We Bought a Zoo,Comedy,2011
Rise of the Planet of the Apes,Action,2011
Your Highness,Adventure,2011
The Lincoln Lawyer,Crime,2011
Colombiana,Action,2011
Larry Crowne,Comedy,2011
Abduction,Action,2011
A Separation,Drama,2011
Hugo,Drama,2011
The Adjustment Bureau,Romance,2011
10 Years,Comedy,2011
The Tree of Life,Drama,2011
The Deep Blue Sea,Drama,2011
Killer Joe,Crime,2011
Jane Eyre,Drama,2011
Kill the Irishman,Biography,2011
War Horse,Action,2011
The Change-Up,Comedy,2011
The Raid: Redemption,Action,2011
Margin Call,Drama,2011
Martha Marcy May Marlene,Drama,2011
Hanna,Action,2011
50/50,Comedy,2011
The Descendants,Comedy,2011
The Adventures of Tintin,Animation,2011
The Darkest Hour,Action,2011
Final Destination 5,Action,2011
I Am Number Four,Action,2011
Footloose,Comedy,2011
You're Next,Horror,2011
Zindagi Na Milegi Dobara,Comedy,2011
The Hunter,Adventure,2011
The Thing,Horror,2011
Drive Angry,Action,2011
Jack and Jill,Comedy,2011
Zookeeper,Comedy,2011
The Hangover Part II,Comedy,2011
Hall Pass,Comedy,2011
The Best Exotic Marigold Hotel,Comedy,2011
The Grey,Action,2011
The Sitter,Comedy,2011
Take Me Home Tonight,Comedy,2011
The Mechanic,Action,2011
Ghost Rider: Spirit of Vengeance,Action,2011
Battle Los Angeles,Action,2011
The Green Hornet,Action,2011
Killer Elite,Action,2011
Shark Night,Horror,2011
J. Edgar,Biography,2011
Dream House,Drama,2011
Haywire,Action,2011
A Dangerous Method,Biography,2011
The Muppets,Adventure,2011
The Smurfs,Animation,2011
The Ides of March,Drama,2011
Fright Night,Comedy,2011
Soul Surfer,Biography,2011
The Artist,Comedy,2011
Water for Elephants,Drama,2011
"Oslo, August 31st",Drama,2011
The Snowtown Murders,Biography,2011
Something Borrowed,Comedy,2011
The Human Centipede II (Full Sequence),Horror,2011
Priest,Action,2011
Johnny English Reborn,Action,2011
The Inbetweeners,Comedy,2011
Bucky Larson: Born to Be a Star,Comedy,2011
Diary of a Wimpy Kid: Rodrick Rules,Animation,2011
Kill List,Action,2011
Carnage,Comedy,2011
Attack the Block,Action,2011
The Guard,Comedy,2011
Young Adult,Comedy,2011
The Devil's Double,Biography,2011
Another Earth,Drama,2011
Perfect Sense,Drama,2011
Like Crazy,Drama,2011
What's Your Number?,Comedy,2011
Detachment,Drama,2011
Gnomeo & Juliet,Animation,2011
Puss in Boots,Animation,2011
Beastly,Drama,2011
The Art of Getting by,Drama,2011
My Week with Marilyn,Biography,2011
This Must Be the Place,Adventure,2011
Butter,Comedy,2011
Bernie,Biography,2011
Season of the Witch,Action,2011
Silent House,Drama,2011
Winnie the Pooh,Animation,2011
Hobo with a Shotgun,Action,2011
The Eagle,Action,2011
The Rum Diary,Comedy,2011
Spy Kids 4-D: All the Time in the World,Animation,2011
The Divide,Drama,2011
Red Riding Hood,Fantasy,2011
The Roommate,Drama,2011
Salmon Fishing in the Yemen,Comedy,2011
Monte Carlo,Adventure,2011
The Rite,Drama,2011
New Year's Eve,Comedy,2011
Sound of My Voice,Drama,2011
W.E.,Drama,2011
Goon,Comedy,2011
Extremely Loud & Incredibly Close,Adventure,2011
Alvin and the Chipmunks: Chipwrecked,Animation,2011
House of Tolerance,Drama,2011
Our Idiot Brother,Comedy,2011
Weekend,Drama,2011
360,Drama,2011
Sanctum,Action,2011
The Big Year,Comedy,2011
Jo Nesbø's Headhunters,Action,2011
Straw Dogs,Action,2011
Red State,Action,2011
Trespass,Crime,2011
Machine Gun Preacher,Action,2011
From Up on Poppy Hill,Animation,2011
30 Minutes or Less,Action,2011
The Iron Lady,Biography,2011
Your Sister's Sister,Comedy,2011
Mr. Popper's Penguins,Comedy,2011
Texas Killing Fields,Crime,2011
Take This Waltz,Comedy,2011
A Good Old Fashioned Orgy,Comedy,2011
Special Forces,Action,2011
Courageous,Drama,2011
Jin ling shi san chai,Drama,2011
Apollo 18,Horror,2011
Anonymous,Drama,2011
Hop,Animation,2011
Atlas Shrugged: Part I,Drama,2011
Coriolanus,Drama,2011
Elles,Drama,2011
Angels Crest,Drama,2011
Happy Feet Two,Animation,2011
Hysteria,Biography,2011
The Beaver,Drama,2011
The Prey,Action,2011
Wuthering Heights,Drama,2011
Win Win,Comedy,2011
Rockstar,Drama,2011
"Big Mommas: Like Father, Like Son",Action,2011
Tyrannosaur,Drama,2011
Once Upon a Time in Anatolia,Crime,2011
The Dilemma,Comedy,2011
Dolphin Tale,Drama,2011
The Avengers,Action,2012
Django Unchained,Drama,2012
The Hobbit: An Unexpected Journey,Adventure,2012
The Hunger Games,Action,2012
The Dark Knight Rises,Action,2012
Pitch Perfect,Comedy,2012
This Is 40,Comedy,2012
The Hunt,Drama,2012
Prometheus,Adventure,2012
Moonrise Kingdom,Comedy,2012
The Impossible,Drama,2012
Argo,Biography,2012
The Twilight Saga: Breaking Dawn - Part 2,Adventure,2012
Jack Reacher,Action,2012
Zero Dark Thirty,Drama,2012
Cloud Atlas,Action,2012
Skyfall,Action,2012
The Perks of Being a Wallflower,Drama,2012
The Amazing Spider-Man,Action,2012
Les Misérables,Drama,2012
Silver Linings Playbook,Comedy,2012
Snow White and the Huntsman,Action,2012
The Master,Drama,2012
Looper,Action,2012
Killing Them Softly,Crime,2012
Flight,Drama,2012
21 Jump Street,Action,2012
Ted,Comedy,2012
Sinister,Horror,2012
This Means War,Action,2012
That's My Boy,Comedy,2012
Lincoln,Biography,2012
Brave,Animation,2012
The Place Beyond the Pines,Crime,2012
Dredd,Action,2012
Dark Shadows,Comedy,2012
John Carter,Action,2012
Battleship,Action,2012
Magic Mike,Comedy,2012
Hotel Transylvania,Animation,2012
Lawless,Crime,2012
Spring Breakers,Crime,2012
Underworld: Awakening,Action,2012
Piranha 3DD,Comedy,2012
Safe House,Action,2012
Seeking a Friend for the End of the World,Adventure,2012
Lore,Drama,2012
The Bourne Legacy,Action,2012
Abraham Lincoln: Vampire Hunter,Action,2012
Wreck-It Ralph,Animation,2012
Total Recall,Action,2012
Project X,Comedy,2012
American Reunion,Comedy,2012
Wanderlust,Comedy,2012
Savages,Crime,2012
Life of Pi,Adventure,2012
Anna Karenina,Drama,2012
Resident Evil: Retribution,Action,2012
Men in Black 3,Action,2012
Journey 2: The Mysterious Island,Action,2012
Seven Psychopaths,Comedy,2012
Rock of Ages,Comedy,2012
The Dictator,Comedy,2012
The Watch,Comedy,2012
The Expendables 2,Action,2012
Safety Not Guaranteed,Comedy,2012
Chronicle,Adventure,2012
Red Dawn,Action,2012
End of Watch,Action,2012
Wrath of the Titans,Action,2012
Mud,Drama,2012
The Lorax,Animation,2012
Man on a Ledge,Action,2012
Diary of a Wimpy Kid: Dog Days,Animation,2012
The Lucky One,Drama,2012
Rise of the Guardians,Animation,2012
The Iceman,Biography,2012
Maniac,Horror,2012
Byzantium,Drama,2012
Frances Ha,Comedy,2012
Madagascar 3: Europe's Most Wanted,Animation,2012
The Five-Year Engagement,Comedy,2012
House at the End of the Street,Drama,2012
The Sessions,Biography,2012
The Woman in Black,Drama,2012
The Three Stooges,Comedy,2012
Think Like a Man,Comedy,2012
The Vow,Drama,2012
Taken 2,Action,2012
Compliance,Crime,2012
Rust and Bone,Drama,2012
The Company You Keep,Drama,2012
Hit and Run,Action,2012
Act of Valor,Action,2012
Passion,Adventure,2012
On the Road,Adventure,2012
Bullet to the Head,Action,2012
LOL,Comedy,2012
Gone,Action,2012
The First Time,Comedy,2012
Ice Age: Continental Drift,Animation,2012
V/H/S,Horror,2012
No One Lives,Horror,2012
Mirror Mirror,Adventure,2012
About Cherry,Drama,2012
Hitchcock,Biography,2012
The Lords of Salem,Horror,2012
Step Up Revolution,Drama,2012
Ruby Sparks,Comedy,2012
Stuck in Love.,Comedy,2012
The Paperboy,Crime,2012
The Possession,Horror,2012
Silent Hill: Revelation,Action,2012
Safe,Action,2012
The Brass Teapot,Comedy,2012
Alex Cross,Action,2012
Amour,Drama,2012
What to Expect When You're Expecting,Comedy,2012
Trouble with the Curve,Drama,2012
Here Comes the Boom,Action,2012
The Collection,Horror,2012
John Dies at the End,Comedy,2012
To Rome with Love,Comedy,2012
The Giant Mechanical Man,Comedy,2012
ParaNorman,Animation,2012
Contraband,Action,2012
Red Lights,Drama,2012
Arbitrage,Drama,2012
The Man with the Iron Fists,Action,2012
Cosmopolis,Crime,2012
The Campaign,Comedy,2012
Frankenweenie,Animation,2012
A Royal Affair,Biography,2012
The Guilt Trip,Comedy,2012
Stand Up Guys,Comedy,2012
Deadfall,Crime,2012
The Bay,Horror,2012
The Words,Drama,2012
The Broken Circle Breakdown,Drama,2012
Thanks for Sharing,Comedy,2012
Starlet,Drama,2012
The Angels' Share,Comedy,2012
Universal Soldier: Day of Reckoning,Action,2012
Promised Land,Drama,2012
Beasts of the Southern Wild,Adventure,2012
Red Tails,Action,2012
In the House,Drama,2012
The Cold Light of Day,Action,2012
The Apparition,Horror,2012
To the Wonder,Drama,2012
Lockout,Action,2012
Chasing Mavericks,Biography,2012
One for the Money,Action,2012
Bachelorette,Comedy,2012
Lay the Favorite,Comedy,2012
Kahaani,Mystery,2012
Parental Guidance,Comedy,2012
The Raven,Crime,2012
Liberal Arts,Comedy,2012
Stolen,Action,2012
Kon-Tiki,Adventure,2012
Paranormal Activity 4,Horror,2012
Quartet,Comedy,2012
28 Hotel Rooms,Drama,2012
Playing for Keeps,Comedy,2012
Upside Down,Drama,2012
Great Expectations,Drama,2012
The Odd Life of Timothy Green,Comedy,2012
Premium Rush,Action,2012
Not Fade Away,Drama,2012
Disconnect,Drama,2012
Sightseers,Adventure,2012
The Pirates! Band of Misfits,Animation,2012
Chernobyl Diaries,Horror,2012
Celeste & Jesse Forever,Comedy,2012
Talaash,Crime,2012
Hope Springs,Comedy,2012
People Like Us,Comedy,2012
The ABCs of Death,Comedy,2012
Into the White,Action,2012
The Sweeney,Action,2012
Vamps,Comedy,2012
Barfi!,Comedy,2012
Bel Ami,Crime,2012
Unfinished Song,Comedy,2012
A Thousand Words,Comedy,2012
Like Someone in Love,Drama,2012
Escape from Planet Earth,Animation,2012
The Reluctant Fundamentalist,Drama,2012
Much Ado About Nothing,Comedy,2012
Ginger & Rosa,Drama,2012
"For a Good Time, Call...",Comedy,2012
Big Miracle,Biography,2012
What Maisie Knew,Drama,2012
The Devil Inside,Horror,2012
Cocktail,Comedy,2012
Fun Size,Adventure,2012
"Farewell, My Queen",Drama,2012
The Magic of Belle Isle,Comedy,2012
Robot & Frank,Comedy,2012
The Wolf of Wall Street,Biography,2013
Iron Man 3,Action,2013
The Conjuring,Horror,2013
Prisoners,Crime,2013
Thor: The Dark World,Action,2013
The Purge,Horror,2013
Grown Ups 2,Comedy,2013
Fast & Furious 6,Action,2013
Gravity,Drama,2013
About Time,Comedy,2013
The Hobbit: The Desolation of Smaug,Adventure,2013
Man of Steel,Action,2013
Under the Skin,Drama,2013
Blue Is the Warmest Colour,Drama,2013
Only Lovers Left Alive,Comedy,2013
Her,Drama,2013
Snowpiercer,Action,2013
We're the Millers,Comedy,2013
Kick-Ass 2,Action,2013
Frozen,Animation,2013
The Great Gatsby,Drama,2013
American Hustle,Crime,2013
The Green Inferno,Adventure,2013
Rush,Action,2013
Monsters University,Animation,2013
Don Jon,Comedy,2013
Now You See Me,Crime,2013
Oblivion,Action,2013
Identity Thief,Comedy,2013
Nymphomaniac: Vol. I,Drama,2013
Star Trek Into Darkness,Action,2013
The Hunger Games: Catching Fire,Action,2013
Homefront,Action,2013
Movie 43,Comedy,2013
World War Z,Action,2013
12 Years a Slave,Biography,2013
G.I. Joe: Retaliation,Action,2013
Dallas Buyers Club,Biography,2013
The Secret Life of Walter Mitty,Adventure,2013
Pacific Rim,Action,2013
The Croods,Animation,2013
This Is the End,Comedy,2013
The Way Way Back,Comedy,2013
The Internship,Comedy,2013
Elysium,Action,2013
Hansel & Gretel: Witch Hunters,Action,2013
Captain Phillips,Adventure,2013
Evil Dead,Horror,2013
White House Down,Action,2013
Enemy,Drama,2013
Olympus Has Fallen,Action,2013
Lone Survivor,Action,2013
Oz the Great and Powerful,Adventure,2013
Pain & Gain,Action,2013
Oldboy,Action,2013
Out of the Furnace,Action,2013
Coherence,Drama,2013
Ender's Game,Action,2013
Anchorman 2: the Legend Continues,Comedy,2013
The World's End,Comedy,2013
Stoker,Drama,2013
The Mortal Instruments: City of Bones,Action,2013
Mama,Fantasy,2013
Riddick,Action,2013
A Good Day to Die Hard,Action,2013
Escape Plan,Action,2013
The Wolverine,Action,2013
Texas Chainsaw,Horror,2013
Despicable Me 2,Animation,2013
47 Ronin,Action,2013
Adore,Drama,2013
Machete Kills,Action,2013
Warm Bodies,Comedy,2013
Percy Jackson: Sea of Monsters,Adventure,2013
Blue Jasmine,Comedy,2013
Nymphomaniac: Vol. II,Drama,2013
Safe Haven,Drama,2013
Gangster Squad,Action,2013
August: Osage County,Comedy,2013
Locke,Drama,2013
Before Midnight,Drama,2013
Young & Beautiful,Drama,2013
Begin Again,Comedy,2013
Oculus,Horror,2013
Big Bad Wolves,Drama,2013
The Counselor,Crime,2013
Parker,Action,2013
The Call,Crime,2013
Scary Movie V,Comedy,2013
R.I.P.D.,Action,2013
Inside Llewyn Davis,Comedy,2013
The To Do List,Comedy,2013
Carrie,Drama,2013
The Lone Ranger,Action,2013
The Host,Action,2013
Turbo,Animation,2013
What If,Comedy,2013
2 Guns,Action,2013
Enough Said,Comedy,2013
Side Effects,Crime,2013
The Heat,Action,2013
Insidious: Chapter 2,Horror,2013
Redemption,Action,2013
Belle,Biography,2013
Horns,Comedy,2013
After Earth,Action,2013
Lee Daniels' The Butler,Biography,2013
Only God Forgives,Action,2013
RED 2,Action,2013
Blood Ties,Action,2013
The Great Beauty,Drama,2013
Dead Man Down,Action,2013
The Spectacular Now,Comedy,2013
42,Biography,2013
The Best Offer,Crime,2013
The Last Stand,Action,2013
Filth,Comedy,2013
The Grand Seduction,Comedy,2013
I Spit on Your Grave 2,Horror,2013
Short Term 12,Drama,2013
Saving Mr. Banks,Biography,2013
The Book Thief,Drama,2013
The Hangover Part III,Comedy,2013
Lovelace,Biography,2013
The Bling Ring,Biography,2013
The Family,Comedy,2013
The Wind Rises,Animation,2013
Life of Crime,Comedy,2013
Beautiful Creatures,Drama,2013
Joe,Crime,2013
Delivery Man,Comedy,2013
Afternoon Delight,Comedy,2013
Grudge Match,Comedy,2013
Planes,Animation,2013
Cloudy with a Chance of Meatballs 2,Animation,2013
Jack the Giant Slayer,Adventure,2013
Blue Ruin,Crime,2013
Epic,Animation,2013
Dark Skies,Horror,2013
Nebraska,Adventure,2013
The Kings of Summer,Adventure,2013
Bhaag Milkha Bhaag,Biography,2013
Labor Day,Drama,2013
Trance,Crime,2013
Broken City,Action,2013
The Zero Theorem,Comedy,2013
All Is Lost,Action,2013
Anna,Drama,2013
Third Person,Drama,2013
One Chance,Biography,2013
The Grandmaster,Action,2013
The Incredible Burt Wonderstone,Comedy,2013
Austenland,Comedy,2013
The Big Wedding,Comedy,2013
Kill Your Darlings,Biography,2013
Snitch,Action,2013
The Smurfs 2,Animation,2013
Last Vegas,Comedy,2013
Fruitvale Station,Biography,2013
Palo Alto,Drama,2013
Bad Grandpa,Comedy,2013
Philomena,Biography,2013
The Canyons,Drama,2013
Jobs,Biography,2013
Europa Report,Action,2013
The Immigrant,Drama,2013
I Give It a Year,Comedy,2013
Starred Up,Crime,2013
21 & Over,Comedy,2013
The Inevitable Defeat of Mister & Pete,Drama,2013
Romeo and Juliet,Drama,2013
Runner Runner,Crime,2013
A Haunted House,Comedy,2013
The Tale of The Princess Kaguya,Animation,2013
The Double,Comedy,2013
Yeh Jawaani Hai Deewani,Drama,2013
How I Live Now,Action,2013
Upstream Color,Drama,2013
Parkland,Drama,2013
A Field in England,Drama,2013
In Secret,Crime,2013
Paranoia,Drama,2013
The Past,Drama,2013
Breathe In,Drama,2013
V/H/S/2,Horror,2013
Knights of Badassdom,Action,2013
The Congress,Animation,2013
The Fifth Estate,Biography,2013
Ida,Drama,2013
The Love Punch,Comedy,2013
Tracks,Adventure,2013
Bad Words,Comedy,2013
In a World...,Comedy,2013
Ain't Them Bodies Saints,Crime,2013
Man of Tai Chi,Action,2013
The East,Crime,2013
The Lunchbox,Drama,2013
New World,Action,2013
Charlie Countryman,Action,2013
Getaway,Action,2013
Guardians of the Galaxy,Action,2014
Interstellar,Adventure,2014
John Wick,Action,2014
Edge of Tomorrow,Action,2014
Gone Girl,Drama,2014
Captain America: The Winter Soldier,Action,2014
The Grand Budapest Hotel,Adventure,2014
Whiplash,Drama,2014
Kingsman: The Secret Service,Action,2014
Ex Machina,Drama,2014
Divergent,Action,2014
Nightcrawler,Crime,2014
The Hobbit: The Battle of the Five Armies,Adventure,2014
The Equalizer,Action,2014
The Maze Runner,Action,2014
Lucy,Action,2014
Chef,Adventure,2014
What We Do in the Shadows,Comedy,2014
The Imitation Game,Biography,2014
Fury,Action,2014
X-Men: Days of Future Past,Action,2014
Predestination,Action,2014
The Purge: Anarchy,Action,2014
Birdman or (The Unexpected Virtue of Ignorance),Comedy,2014
It Follows,Horror,2014
Blended,Comedy,2014
Hercules,Action,2014
The Judge,Crime,2014
Annie,Comedy,2014
Godzilla,Action,2014
The Giver,Drama,2014
300: Rise of an Empire,Action,2014
American Sniper,Action,2014
"Love, Rosie",Comedy,2014
Big Hero 6,Animation,2014
The Amazing Spider-Man 2,Action,2014
Maleficent,Action,2014
Into the Woods,Adventure,2014
Unbroken,Action,2014
The Lego Movie,Animation,2014
The Hunger Games: Mockingjay - Part 1,Action,2014
Tusk,Comedy,2014
Night at the Museum: Secret of the Tomb,Adventure,2014
The Fault in Our Stars,Drama,2014
"As Above, So Below",Horror,2014
Annabelle,Horror,2014
Boyhood,Drama,2014
The Theory of Everything,Biography,2014
The Expendables 3,Action,2014
The Interview,Action,2014
The Drop,Crime,2014
Transformers: Age of Extinction,Action,2014
Inherent Vice,Comedy,2014
Neighbors,Comedy,2014
The Babadook,Drama,2014
Sex Tape,Comedy,2014
The Other Woman,Comedy,2014
Wild Tales,Comedy,2014
Wild,Adventure,2014
Foxcatcher,Biography,2014
The Guest,Action,2014
Teenage Mutant Ninja Turtles,Action,2014
RoboCop,Action,2014
22 Jump Street,Action,2014
Dawn of the Planet of the Apes,Action,2014
Sin City: A Dame to Kill for,Action,2014
Brick Mansions,Action,2014
Vampire Academy,Action,2014
The Monuments Men,Comedy,2014
Honeymoon,Drama,2014
Dumb and Dumber to,Comedy,2014
Before We Go,Comedy,2014
How to Train Your Dragon 2,Animation,2014
Noah,Action,2014
A Walk Among the Tombstones,Action,2014
Need for Speed,Action,2014
Rio 2,Animation,2014
Seventh Son,Action,2014
Exodus: Gods and Kings,Action,2014
A Million Ways to Die in the West,Comedy,2014
Sabotage,Action,2014
Paddington,Animation,2014
Non-Stop,Action,2014
The Best of Me,Drama,2014
Horrible Bosses 2,Comedy,2014
This Is Where I Leave You,Comedy,2014
Into the Storm,Action,2014
Penguins of Madagascar,Animation,2014
Jack Ryan: Shadow Recruit,Action,2014
Mommy,Drama,2014
Testament of Youth,Biography,2014
Cooties,Action,2014
The Book of Life,Animation,2014
Goodnight Mommy,Horror,2014
The November Man,Action,2014
Dracula Untold,Action,2014
Unfriended,Horror,2014
I Origins,Drama,2014
Transcendence,Action,2014
Endless Love,Drama,2014
Just Before I Go,Comedy,2014
Before I Go to Sleep,Drama,2014
The Good Lie,Biography,2014
Deliver Us from Evil,Action,2014
The Raid 2,Action,2014
Taken 3,Action,2014
Pompeii,Action,2014
Kill Me Three Times,Action,2014
Ride Along,Action,2014
That Awkward Moment,Comedy,2014
The Homesman,Drama,2014
Black Sea,Adventure,2014
"Men, Women & Children",Comedy,2014
Let's Be Cops,Action,2014
A Most Violent Year,Action,2014
PK,Comedy,2014
A Little Chaos,Drama,2014
The Loft,Mystery,2014
A Most Wanted Man,Crime,2014
Clown,Horror,2014
The Signal,Drama,2014
The Hundred-Foot Journey,Comedy,2014
Beyond the Lights,Drama,2014
Maps to the Stars,Comedy,2014
If I Stay,Drama,2014
She's Funny That Way,Comedy,2014
'71,Action,2014
Still Alice,Drama,2014
3 Days to Kill,Action,2014
Spring,Horror,2014
Love & Mercy,Biography,2014
Big Eyes,Biography,2014
Addicted,Drama,2014
The Water Diviner,Drama,2014
Selma,Biography,2014
Veronica Mars,Crime,2014
Million Dollar Arm,Biography,2014
The One I Love,Comedy,2014
Jersey Boys,Biography,2014
Walk of Shame,Comedy,2014
Draft Day,Drama,2014
And So It Goes,Comedy,2014
A Haunted House 2,Comedy,2014
The Gambler,Crime,2014
Cake,Drama,2014
"I, Frankenstein",Action,2014
Muppets Most Wanted,Adventure,2014
Two Night Stand,Comedy,2014
Son of a Gun,Action,2014
Pawn Sacrifice,Biography,2014
Left Behind,Action,2014
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Comedy,2014
St. Vincent,Comedy,2014
The Legend of Hercules,Action,2014
Kill the Messenger,Biography,2014
Step Up All in,Drama,2014
The Salvation,Action,2014
God's Not Dead,Drama,2014
Winter's Tale,Drama,2014
When Marnie Was There,Animation,2014
Mr. Peabody & Sherman,Animation,2014
Tammy,Comedy,2014
Big Game,Action,2014
A Long Way Down,Comedy,2014
The Rover,Action,2014
Force Majeure,Comedy,2014
"Two Days, One Night",Drama,2014
Lost River,Drama,2014
Magic in the Moonlight,Comedy,2014
Song of the Sea,Animation,2014
Hector and the Search for Happiness,Adventure,2014
The Quiet Ones,Horror,2014
Zombeavers,Action,2014
Barefoot,Comedy,2014
No Good Deed,Thriller,2014
Leviathan,Crime,2014
Serena,Drama,2014
The Duke of Burgundy,Drama,2014
Effie Gray,Biography,2014
Wish I Was Here,Comedy,2014
Frank,Comedy,2014
Get on Up,Biography,2014
Suffragette,Drama,2014
Ouija,Horror,2014
Heaven Is for Real,Biography,2014
While We're Young,Comedy,2014
Winter Sleep,Drama,2014
White Bird in a Blizzard,Drama,2014
Dear White People,Comedy,2014
Calvary,Drama,2014
Think Like a Man Too,Comedy,2014
Heaven Knows What,Crime,2014
The Keeping Room,Drama,2014
Planes: Fire & Rescue,Animation,2014
Top Five,Comedy,2014
99 Homes,Drama,2014
Black or White,Drama,2014
Clouds of Sils Maria,Drama,2014
Big Stone Gap,Comedy,2014
Laggies,Comedy,2014
Mad Max: Fury Road,Action,2015
Avengers: Age of Ultron,Action,2015
Crimson Peak,Drama,2015
Furious 7,Action,2015
The Hateful Eight,Crime,2015
Ant-Man,Action,2015
Fifty Shades of Grey,Drama,2015
Sicario,Action,2015
The Witch,Drama,2015
The Big Short,Biography,2015
Jurassic World,Action,2015
The Revenant,Action,2015
The Martian,Adventure,2015
Room,Drama,2015
Inside Out,Animation,2015
Spotlight,Biography,2015
American Ultra,Action,2015
The Man from U.N.C.L.E.,Action,2015
Terminator Genisys,Action,2015
Cinderella,Drama,2015
Star Wars: Episode VII - The Force Awakens,Action,2015
The Lobster,Comedy,2015
Spectre,Action,2015
High-Rise,Drama,2015
Legend,Biography,2015
Chappie,Action,2015
Knock Knock,Drama,2015
In the Heart of the Sea,Action,2015
The Bronze,Comedy,2015
The Intern,Comedy,2015
The Hunger Games: Mockingjay - Part 2,Action,2015
Everest,Action,2015
Blackhat,Action,2015
Spy,Action,2015
Fantastic Four,Action,2015
Mission: Impossible - Rogue Nation,Action,2015
The Visit,Horror,2015
Vacation,Adventure,2015
Creed,Drama,2015
The Age of Adaline,Drama,2015
Black Mass,Biography,2015
Focus,Comedy,2015
Home,Animation,2015
Jupiter Ascending,Action,2015
I Saw the Light,Biography,2015
Minions,Animation,2015
Pitch Perfect 2,Comedy,2015
San Andreas,Action,2015
Trainwreck,Comedy,2015
Tomorrowland,Action,2015
Bridge of Spies,Drama,2015
The Danish Girl,Biography,2015
The Divergent Series: Insurgent,Action,2015
Straight Outta Compton,Biography,2015
Carol,Drama,2015
No Escape,Action,2015
The Boy Next Door,Thriller,2015
Southpaw,Action,2015
The Dressmaker,Comedy,2015
Maze Runner: The Scorch Trials,Action,2015
